REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,CREDIT_RATING,PRIZMRUR,PRIZMUB,PRIZMTWN,Column 45,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OCC,OCC_LABEL,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MARRY,MARRY_LABEL,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL,CALIBRAT,CHURNDEP
43.34,276,39.99,0,0,0.1,44,-0.1,0.67,2,4.33,0.67,0,57.96,10,0,53.33,46,2.67,0,0,0,19,1,1,HOUHOU281,1,1,558,1050246,54,52,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,CLERICAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0
30.24,107.25,39.99,0.25,0,0,-36.25,-0.25,1.33,0.33,9.67,0.33,0.67,2.57,3,0,14.67,6.33,1.67,0,0,0,17,1,1,HARHAR860,1,1,496,1050406,70,66,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,1,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0
53.24,495,59.99,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,FLNTAM813,2,2,111,1050544,38,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,149.99,0,1,0
43.01,260.25,49.99,0,0,0,42.75,-0.77,4.33,0.33,18.67,0,0,34.69,8,4.67,86.67,3.33,4.67,0,0.33,0,13,2,2,NEVLVS702,1,1,385,1050796,48,72,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,CLERICAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0
164.51,1788,74.99,1.98,330.5,0.98,-762,-81.2,31.67,2.33,72,7.67,0,433.52,146,0.67,487,351,34,0,26.67,0,19,1,1,MILMIL414,4,4,22,1050859,28,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,199.99,0,1,0
10.47,5,10,0,1.5,0,-1,-0.47,0,0.33,7.67,0,0,0.31,1,1,2.67,1.67,0.33,0,0,0,13,3,3,OKCFTS501,1,1,383,1050962,50,50,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,1,0,1,0,6,0,0,1,0,0,1,0
52.12,1292,54.91,1.24,9.75,0,51,-1.67,11.67,43,38.67,6.67,0,189.47,70.33,15.33,91,128,54.67,0,1,0,14,1,1,DETPON248,2,2,155,1051582,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,149.99,0,1,0
53.64,696.5,59.99,2.72,0,0.47,0.5,-2.66,4,6.33,27.67,0,0,130.36,16.33,1.33,136.67,74.33,10.33,0,3.67,0,12,1,1,LOULOU502,2,1,174,1051694,24,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,129.99,0,1,0
46.1,175.25,49.99,0,0,6.11,-44.25,-5.72,2,0.67,18.67,0,0.67,15.32,0,0.33,53.33,35.67,2.67,0,0,0,14,1,1,BOSMAN603,1,1,436,1052096,36,40,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,1,0,0,0,4,1,0,1,0,0,1,0
114.51,1621.5,86.98,4.7,55.75,1.39,190.5,29.72,13,7.33,123.67,5.67,0.33,259.5,55.33,9.33,314.67,215.33,20.67,0,12.67,0,16,1,1,OKCOKC405,2,2,153,1052307,24,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,149.99,0,1,0
276.53,967.5,59.99,0,1,0,-321.5,-224.98,5,0.33,28.33,0,0,396.17,40.33,18,80.33,83,5.33,0,1.33,0,18,2,1,DETFLI810,1,1,541,1052374,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,1,0,0,1,0
30.26,23.5,29.99,0,0,0,57.5,-0.27,0.33,0,0.67,0,0,2.35,2.67,0.33,7,0.33,0.33,0,0,0,12,1,1,SANCRP512,1,1,367,1052823,,,0,0,0,0,0,0,1,0,6,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
42.99,97,49.99,0,0,0,-77,0,6,1.67,30,0,0.33,32.82,8.33,1.67,22,30.67,7.67,0,0.67,0,16,1,1,LAUJAC601,2,2,295,1053007,50,50,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,149.99,0,1,0
31.16,324,32.49,0,1.5,0.64,104,-1.17,0.67,1,23.33,0,0,8.26,0.33,0,36.33,21.33,1.67,0,0,0,18,1,1,OHICOL614,1,1,535,1053023,34,28,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0
31.96,255.75,40,0.5,0,0,191.25,1.07,10.33,2.67,31.33,0,1,25.37,13.67,0,63.33,39,13,0,0,0,14,1,1,LAXONT909,2,1,425,1053066,40,36,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,29.99,0,1,0
109.65,963.75,95.19,15.59,15.5,0,-285.75,-10.52,7.33,1,32,0,1,161.84,86.67,10,181,98.33,8.33,0,2.67,0,12,1,1,LAXBEV310,1,1,363,1053336,54,56,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0
34.99,240.75,44.99,0,0,0,-118.75,0,4.33,0,6.33,0,0,23.88,6.67,0,45.33,40.33,4.33,0,0,0,16,1,1,NYCBRO917,2,2,265,1053388,34,32,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,CLERICAL,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,149.99,0,1,0
161.29,859,30,3.22,348.75,0,695,131.05,8,0,18.33,3,0,241.79,41.33,17.67,116,98.33,8,0,8.33,0,16,1,1,APCBAL410,3,3,189,1054659,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99.99,0,1,0
69.91,1016.5,59.99,1.73,36.5,0.33,240.5,14.31,5.67,0,14.33,0,0.67,147.74,44.67,5,105.67,139.33,5.67,0,0,0,18,1,1,NYCMAN917,1,1,519,1054930,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50.24,567,49.99,0.25,0,0,-314,-0.25,2,6,38,0,0,158.38,51.67,17,83.67,72.67,8,0,1.67,0,15,1,1,HOUANG409,1,1,454,1055538,24,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0
30,27.75,40,0,0,0,4.25,0,0.67,0,4,0,0,0.19,1.67,0,10.67,3.33,0.67,0,0,0,15,1,1,SEASIL360,1,1,454,1055595,64,64,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,RETIRED,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0
57.86,1131.25,59.99,0.74,22.25,0,-77.25,-7.87,20.67,3,55.33,1.33,4,203.37,32.33,6.67,149.67,181.33,23.67,0,1,0,11,2,1,NEVLVS702,1,1,345,1055762,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35.98,118.25,40,0,0,0,25.75,1.92,2,0.33,1.67,0,0,52.4,2.33,0,21.33,11,2.33,0,0,0,15,1,1,NYCNAS516,1,1,447,1056497,46,44,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,9,0,0,1,0,0,1,0
14.38,281.75,10,0,0,4.27,-62.75,-3.29,7.67,1.33,53,0,0.67,43.97,92.33,53.33,110.67,87,9,0,0,0,13,2,2,NYCBRO917,2,2,19,1056878,34,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,59.99,0,1,0
30.53,162.75,29.99,0,0.5,0,77.25,0.16,3.33,2.33,25.33,0.67,0.33,40.97,14,4,37.33,21.33,5.67,0,0.33,0,11,1,1,NOLKEN504,1,1,335,1057038,46,36,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0
90.31,545.25,74.99,2.97,46.5,0,-545.25,-15.32,10,0.67,17.67,0,0,105.72,26.33,7.33,154,52,10.67,0,4.33,0,11,1,1,APCBAL410,1,1,335,1057053,32,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0
59.99,44.25,69.99,0,0,0,-17.25,0,0,4,0.33,0,0,0,0,0,9.67,3.33,4,0,0,0,15,2,2,ATLCHA423,1,1,435,1058658,44,44,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0
76.03,627,44.99,0,117.25,0,-339,-41.04,8.67,3.67,46,0,0,49.87,34.67,0,108.67,83,12.33,0,1.67,0,17,1,1,ATLANE678,1,1,495,1058720,50,50,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0
30.85,160,29.99,0,0,0.59,-25,0.32,2.67,0,24.67,0,0,30.78,9.33,0,34,29,2.67,0,0,0,11,3,1,SEAVAN360,1,1,325,1058957,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61.74,998.5,59.99,0.25,68.25,0,-809.5,-11.75,12,4.67,31.67,0.33,0.33,217.51,62,17.33,135.33,144.67,16.67,0,5.67,0,13,1,1,LAXCOV626,2,2,64,1059039,0,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,29.99,0,1,0
48.38,731.5,44.99,2.23,31,0,-140.5,-3.65,14,3.67,86.33,7,0.33,87.13,61,5.33,138.67,200.67,17.67,0,0.33,0,11,3,2,APCANN443,1,1,324,1059234,66,64,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,CLERICAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0
36.23,444.5,44.99,1.24,0,0,206.5,-1.24,2,2,22.67,1,0,154.78,12.67,0.33,44.33,69.33,4,0,0.33,0,17,3,1,FLNGAN352,2,2,54,1059335,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,29.99,0,1,0
27.32,474.25,10,1.73,21,0,55.75,-7.96,3.67,2.67,20.67,0.67,0,111.51,48.33,8.33,104,76.33,6.33,0,1.67,0,13,3,2,KCYKCM816,2,2,126,1059569,28,28,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,29.99,0,1,0
62,524.25,59.99,0.25,0.75,0.32,-72.25,-0.84,6.33,0,1.33,0,0,157.26,35,16,97.33,68.33,6.33,0,1.67,0,13,4,2,NYCBRO917,1,1,384,1059686,40,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,1,0
30.24,19.75,29.99,0.25,0,0,2.25,-0.25,1,0.33,3,0,0,0.67,0.67,0,6,0.67,1.33,0,0,0,15,1,1,APCSIL301,1,1,430,1059690,38,38,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0,1,0
52.59,542.25,59.99,0,17,0,-225.25,-5.1,7.67,0.67,38,0,0,71.24,98.33,20.33,132,61.67,8.33,0,0,0,17,2,1,NYCBRO917,1,1,490,1059967,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30.49,134.5,39.99,0.5,0,0,-35.5,-0.5,0.67,3.67,15,0.33,0,26.93,8,2,55,29.33,4.33,0,0.33,0,15,1,1,MIAHWD954,1,1,428,1060107,64,62,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,1,0,0,1,0
45.09,326,39.99,3.71,31.75,0,33,21.89,0.67,12,9.33,0,0.33,44.64,8.67,7.33,90.33,21,12.67,0,0.33,0,11,1,1,CHINBK847,1,1,320,1060157,32,32,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0
59.02,435.75,59.99,0,18,0,440.25,8.03,0,1.33,8.67,0.33,0,184.53,9,8.67,74,41,1.33,0,0,0,13,3,2,NMXTER915,1,1,381,1060293,32,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,1,0
97.77,1113.75,84.99,11.14,0,1.16,-65.75,5.91,24.33,17.33,83.33,0.33,0,130.22,61.33,22.67,276.33,142.33,41.67,0,1.67,0,10,1,1,DALDAL214,2,2,24,1061114,28,28,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,199.99,0,1,0
89.46,822.5,44.99,0.25,143.5,0,-318.5,-50.47,11.33,5.67,122.67,0.33,0,261.94,103,93,220,233.33,17,0,8,0,16,1,1,NSHNSH615,1,1,482,1061392,46,20,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0
44.36,32.5,50,0,0,0,-26.5,-0.36,0.67,0,2.67,0,0,5.1,1.67,0,8.33,7.33,0.67,0,0,0,10,1,1,NEVLVS702,1,1,312,1061546,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
45.15,478,48.62,1.73,2,0,-275,-6.16,0.67,2.67,43,7,0,125.05,36.67,1,111.33,89.67,3.33,0,2,0,12,1,1,FLNORL407,1,1,367,1062597,18,0,1,0,0,0,0,0,0,1,7,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0
51.59,549,46.64,0.25,66.75,0,82,37.21,1.67,2,25,1.67,0,109.38,13.67,0,106,83.33,3.67,0,2,0,12,1,1,OMAOMA402,2,2,15,1062868,32,34,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,149.99,0,1,0
47.77,358,40.07,0,8.75,0,-52,-2.61,5.67,0.67,34.33,0.67,0.67,69.4,23.67,4.67,42,64.33,7.67,0,0,0,14,1,1,NYCBRO917,1,1,410,1063173,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0
52.17,282.25,59.99,1.73,0,0,124.75,-0.2,2.33,0.33,12.33,0.67,0,28.8,10.67,0.67,42,15.33,2.67,0,0,0,10,2,1,LAXCUL310,3,2,220,1063205,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79.99,0,1,0
78.21,877.75,52.09,0.99,130.5,0,-877.75,-124.81,24.67,13.67,169.67,5,0.33,126.47,54.33,8.33,195.33,163,38.33,0,7,0,14,1,1,MIAHWD954,2,2,195,1064141,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149.99,0,1,0
10,95.75,10,0,0,0,-31.75,0,0,0,3.33,0,0,105.29,2,1,22.33,3,0,0,0,0,16,2,2,DALDAL214,1,1,463,1064657,48,48,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,2,CLERICAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0
28.49,333.5,39.99,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,LAXONT909,1,1,459,1065233,52,52,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,1,0,8,0,0,1,0,0,1,0
107.69,1753.5,89.99,0.25,0,0,-280.5,7.89,31.67,0,7,9,0.67,285.5,125,87,463.33,428.33,31.67,0,0,0,14,1,1,NYCMAN917,2,2,192,1065820,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.99,0,1,0
34.55,1484,10,4.46,0,20.01,216,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,SEASEA206,1,1,287,1065912,56,52,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,1,0,0,1,0
13.89,99,10,0,3.25,0,10,1.11,0,0.33,0,0,0,11.34,3.33,5.67,10.67,2,0.33,0,0,0,9,4,2,FLNORL407,1,1,285,1066252,54,48,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,0,0,0,8,1,0,1,0,0,1,0
107.01,1276.75,61.28,7.43,110.75,0,51.25,-3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,DETPON248,2,2,321,1066815,42,44,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,149.99,0,1,0
30.26,281.75,39.99,0,0,0,44.25,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,DETKAL616,1,1,276,1067337,80,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0
11.92,1088.5,10,0,4.75,0.67,58.5,-1.92,12.67,1.67,60,0,0.33,336.24,43,7.67,217.33,223.67,14.33,0,4.33,0,13,4,2,SFRSCL408,3,3,17,1067832,36,0,1,0,0,0,0,1,0,0,5,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,149.99,0,1,0
37.99,30,39.99,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,NEVLVS702,1,1,377,1068361,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0
34.23,169,39.99,0.25,0,3.99,12,-3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,SFRSRO707,1,1,329,1068746,36,36,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0
69.65,291,55.15,0,0,0,125,-26.46,0.67,1.33,13.33,0,0,0.33,0,0,3.67,14.67,2,0,0,0,9,1,1,FLNJAC904,2,1,35,1068922,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.99,0,1,0
4.84,1,4.8,0,0,0,-1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,NNYPOU914,1,1,262,1069372,70,68,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,6,0,0,1,0,0,1,0
69.97,1152.25,12.33,0.5,179.5,0,-1152.25,-69.97,11.67,1.67,144.67,25.33,7.33,205.04,37.67,8.33,89.33,167,13.33,0,0.33,0,8,1,1,SFRSMO650,13,9,102,1070479,32,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,1,0,0,5,0,0,0,9.99,0,1,0
35.95,561.5,44.99,0,2.75,0,-448.5,-0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,PHIPHI215,1,1,316,1070553,36,20,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,1,0
29.99,140.75,39.99,0,0,0,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,MIAWPB561,1,1,315,1070781,30,30,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0
35.09,82.5,34.99,0,0,0,1.5,-0.1,4,2.33,5.67,0,0.67,0,8,0,31.67,15.33,6.33,0,0,0,14,1,1,LAXALA562,2,2,399,1071188,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,129.99,0,1,0
39.09,1211.5,44.99,0.25,11,0,-45.5,3.25,21.33,0.33,20,6.67,0.33,340.76,72.33,12.67,98.67,212.67,21.67,0,8.33,0,10,2,1,NEVSDG619,1,1,309,1071622,44,44,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0
